id,Jenis Penyakit,Provinsi,Jenis - Kelamin,Jumlah Kasus,Populasi,Tanggal,medium
1348,Tuberculosis,Papua Barat,Female,1,89876,12/28/2020,Udara
1349,Tuberculosis,Sumatera Utara,Female,1,90414,12/12/2020,Udara
1350,Tuberculosis,Riau,Male,2,90298,12/13/2019,Udara
1351,Tuberculosis,Jambi,Male,1,91335,6/11/2024,Udara
1352,Tuberculosis,Lampung,Male,2,91911,11/24/2022,Udara
1353,Tuberculosis,Bangka Belitung,Female,33,407172,7/18/2023,Udara
1354,Tuberculosis,DKI Jakarta,Male,64,407831,12/17/2022,Udara
1355,Tuberculosis,Jawa Barat,Female,40,414207,12/16/2023,Udara
1356,Tuberculosis,Jawa Timur,Female,51,423018,12/27/2019,Udara
1357,Tuberculosis,DI Yogyakarta,Male,64,422899,10/19/2019,Udara
1358,Tuberculosis,Banten,Female,46,430198,12/23/2021,Udara
1359,Tuberculosis,Bali,Male,56,430028,12/6/2024,Udara
1360,Tuberculosis,Nusa Tenggara Barat,Male,36,435858,5/22/2023,Udara
1361,Tuberculosis,Nusa Tenggara Timur,Female,21,443403,7/15/2021,Udara
1362,Tuberculosis,Kalimantan Tengah,Female,6,450080,12/31/2021,Udara
1363,Tuberculosis,Kalimantan Selatan,Male,35,449746,8/4/2018,Udara
1364,Tuberculosis,Kalimantan Timur,Female,31,456755,5/11/2023,Udara
1365,Tuberculosis,Kalimantan Utara,Male,44,456484,12/23/2024,Udara
1366,Tuberculosis,Maluku,Female,19,474300,7/13/2022,Udara
1367,Tuberculosis,Maluku Utara,Male,15,474153,4/12/2024,Udara
1368,Tuberculosis,Papua,Female,15,478477,5/1/2023,Udara
1369,Tuberculosis,Papua Barat,Male,23,478490,12/21/2021,Udara
1370,Tuberculosis,Aceh,Female,24,483695,10/27/2022,Udara
1371,Tuberculosis,Sumatera Utara,Male,27,483796,8/4/2019,Udara
1372,Tuberculosis,Sumatera Selatan,Female,2,13448,12/25/2019,Udara
1373,Tuberculosis,Bengkulu,Male,1,13708,12/20/2023,Udara
1374,Tuberculosis,Nusa Tenggara Timur,Female,2,14136,8/8/2023,Udara
1375,Tuberculosis,Kalimantan Tengah,Male,1,14463,12/22/2021,Udara
1376,Tuberculosis,Kalimantan Timur,Female,1,64153,12/25/2021,Udara
1377,Tuberculosis,Sulawesi Utara,Female,1,64785,12/22/2024,Udara
1378,Tuberculosis,Maluku,Female,1,66095,6/3/2019,Udara
1379,Tuberculosis,Lampung,Female,1,66776,4/4/2020,Udara
1380,Tuberculosis,Jawa Tengah,Female,6,69392,7/27/2021,Udara
1381,Tuberculosis,Jawa Timur,Male,19,75334,10/21/2020,Udara
1382,Tuberculosis,DI Yogyakarta,Female,8,70707,10/17/2019,Udara
1383,Tuberculosis,Nusa Tenggara Barat,Male,16,79736,12/25/2019,Udara
1384,Tuberculosis,Kalimantan Timur,Male,21,86048,10/2/2019,Udara
1385,Tuberculosis,Kalimantan Utara,Male,13,87592,8/22/2022,Udara
1386,Tuberculosis,Sulawesi Utara,Female,5,85187,7/11/2021,Udara
1387,Tuberculosis,Sulawesi Selatan,Female,8,86637,12/27/2024,Udara
1388,Tuberculosis,Gorontalo,Female,6,86982,12/5/2018,Udara
1389,Tuberculosis,DKI Jakarta,Male,1,9186,5/27/2018,Udara
1390,Tuberculosis,Kalimantan Utara,Female,7,330250,4/21/2021,Udara
1391,Tuberculosis,Sulawesi Utara,Male,45,349424,7/19/2022,Udara
1392,Tuberculosis,Sulawesi Tengah,Female,17,338203,6/15/2022,Udara
1393,Tuberculosis,Sulawesi Tenggara,Female,12,348293,4/5/2020,Udara
1394,Tuberculosis,Gorontalo,Male,35,369504,11/22/2021,Udara
1395,Tuberculosis,Maluku,Male,24,381193,9/5/2021,Udara
1396,Tuberculosis,Maluku Utara,Female,11,369284,12/1/2021,Udara
1397,Tuberculosis,Papua,Male,31,392688,10/26/2019,Udara
1398,Tuberculosis,Papua Barat,Female,11,380855,10/27/2019,Udara
1399,Tuberculosis,Aceh,Male,30,405365,6/25/2021,Udara
1400,Tuberculosis,Sumatera Utara,Female,14,390363,4/25/2018,Udara
1401,Tuberculosis,Sumatera Barat,Female,13,402699,10/3/2021,Udara
1402,Tuberculosis,Riau,Female,13,404512,9/11/2019,Udara
1403,Tuberculosis,Kepulauan Riau,Male,22,436646,9/3/2022,Udara
1404,Tuberculosis,Sumatera Selatan,Male,24,440507,8/26/2022,Udara
1405,Tuberculosis,Bengkulu,Female,13,411962,12/25/2022,Udara
1406,Tuberculosis,Lampung,Male,21,444012,7/27/2020,Udara
1407,Tuberculosis,Bangka Belitung,Female,14,420256,6/21/2023,Udara
1408,Tuberculosis,Jawa Tengah,Female,2,57449,9/16/2024,Udara
1409,Tuberculosis,Banten,Female,1,60889,11/13/2021,Udara
1410,Tuberculosis,Nusa Tenggara Barat,Female,4,61768,12/4/2021,Udara
1411,Tuberculosis,Kalimantan Tengah,Male,2,84480,12/30/2018,Udara
1412,Tuberculosis,Sulawesi Utara,Male,4,86955,5/14/2023,Udara
1413,Tuberculosis,Sulawesi Tengah,Male,1,86927,4/8/2023,Udara
1414,Tuberculosis,Sulawesi Barat,Male,4,85952,4/14/2018,Udara
1415,Tuberculosis,Maluku,Female,2,65236,6/27/2022,Udara
1416,Tuberculosis,Maluku Utara,Female,2,65192,12/7/2021,Udara
1417,Tuberculosis,Papua,Male,4,85315,4/9/2021,Udara
1418,Tuberculosis,Papua Barat,Female,1,64992,12/13/2019,Udara
1419,Tuberculosis,Aceh,Male,2,84796,5/24/2021,Udara
1420,Tuberculosis,Sumatera Utara,Male,2,29796,12/15/2021,Udara
1421,Tuberculosis,Sumatera Selatan,Male,2,31130,8/26/2024,Udara
1422,Tuberculosis,Jawa Timur,Female,1,32161,5/15/2021,Udara
1423,Tuberculosis,DI Yogyakarta,Male,1,32441,10/24/2023,Udara
1424,Tuberculosis,Bali,Male,1,32201,11/7/2022,Udara
1425,Tuberculosis,DKI Jakarta,Female,425,4880972,6/20/2023,Udara
1426,Tuberculosis,DKI Jakarta,Male,662,4798953,4/7/2022,Udara
1427,Tuberculosis,DKI Jakarta,Female,412,4960444,7/20/2024,Udara
1428,Tuberculosis,DKI Jakarta,Male,611,4832160,9/19/2018,Udara
1429,Tuberculosis,DKI Jakarta,Female,302,4969936,5/2/2020,Udara
1430,Tuberculosis,DKI Jakarta,Male,447,4836848,8/12/2024,Udara
1431,Tuberculosis,DKI Jakarta,Male,426,4844727,11/29/2019,Udara
1432,Tuberculosis,DKI Jakarta,Male,425,4864351,9/18/2024,Udara
1433,Tuberculosis,DKI Jakarta,Male,418,4907522,9/9/2018,Udara
1434,Tuberculosis,Bengkulu,Female,5,65826,4/10/2022,Udara
1435,Tuberculosis,DI Yogyakarta,Male,7,67240,6/19/2019,Udara
1436,Tuberculosis,Bali,Male,3,68998,4/19/2021,Udara
1437,Tuberculosis,Nusa Tenggara Timur,Male,7,71745,11/27/2023,Udara
1438,Tuberculosis,Kalimantan Selatan,Female,6,78861,11/15/2024,Udara
1439,Tuberculosis,Kalimantan Utara,Female,2,78409,5/21/2019,Udara
1440,Tuberculosis,Sulawesi Utara,Male,8,72833,5/19/2018,Udara
1441,Tuberculosis,Sulawesi Tenggara,Female,3,79988,4/21/2024,Udara
1442,Tuberculosis,Maluku,Male,10,122317,12/10/2024,Udara
1443,Tuberculosis,Maluku Utara,Female,3,125308,12/16/2022,Udara
1444,Tuberculosis,Papua,Male,9,122074,12/16/2023,Udara
1445,Tuberculosis,Aceh,Male,8,122021,4/16/2024,Udara
1446,Tuberculosis,Sumatera Barat,Male,11,121712,11/21/2020,Udara
1447,Tuberculosis,Kepulauan Riau,Male,5,121710,9/28/2021,Udara
1448,Tuberculosis,Lampung,Male,5,122743,5/1/2023,Udara
1449,Tuberculosis,Bangka Belitung,Female,2,126841,9/29/2020,Udara
1450,Tuberculosis,DKI Jakarta,Male,4,123447,11/19/2020,Udara
1451,Tuberculosis,Jawa Tengah,Male,6,123946,8/10/2019,Udara
1452,Tuberculosis,Jawa Timur,Female,5,128397,11/12/2020,Udara
1453,Tuberculosis,Nusa Tenggara Barat,Male,11,124940,9/14/2019,Udara
1454,Tuberculosis,Kalimantan Barat,Male,10,125648,8/15/2024,Udara
1455,Tuberculosis,Kalimantan Tengah,Female,3,131733,12/5/2023,Udara
1456,Tuberculosis,Kalimantan Selatan,Male,6,126591,12/5/2018,Udara
1457,Tuberculosis,DKI Jakarta,Female,1,43658,8/4/2024,Udara
1458,Tuberculosis,Jawa Timur,Male,4,43667,7/5/2019,Udara
1459,Tuberculosis,DI Yogyakarta,Female,3,44097,12/30/2022,Udara
1460,Tuberculosis,Bali,Male,1,44034,5/26/2024,Udara
1461,Tuberculosis,Nusa Tenggara Timur,Female,1,43894,6/8/2020,Udara
1462,Tuberculosis,Kalimantan Tengah,Male,1,43759,12/15/2022,Udara
1463,Tuberculosis,Kalimantan Selatan,Male,4,43842,12/23/2022,Udara
1464,Tuberculosis,Kalimantan Timur,Male,3,43775,12/9/2018,Udara
1465,Tuberculosis,Sulawesi Utara,Female,2,43869,12/3/2020,Udara
1466,Tuberculosis,Sulawesi Selatan,Female,2,44115,12/21/2023,Udara
1467,Tuberculosis,Maluku,Female,1,44077,12/15/2020,Udara
1468,Tuberculosis,Papua Barat,Male,10,108541,4/11/2023,Udara
1469,Tuberculosis,Aceh,Male,8,111322,4/22/2019,Udara
1470,Tuberculosis,Sumatera Barat,Male,9,114624,8/6/2024,Udara
1471,Tuberculosis,Kepulauan Riau,Male,5,117878,7/4/2019,Udara
1472,Tuberculosis,Sumatera Selatan,Male,5,120483,12/5/2019,Udara
1473,Tuberculosis,Bengkulu,Female,1,122487,11/17/2024,Udara
1474,Tuberculosis,Lampung,Male,8,123068,11/22/2020,Udara
1475,Tuberculosis,Bangka Belitung,Female,2,124354,7/15/2022,Udara
1476,Tuberculosis,DI Yogyakarta,Female,2,127004,7/8/2021,Udara
1477,Tuberculosis,Nusa Tenggara Barat,Female,13,129535,12/24/2020,Udara
1478,Tuberculosis,Nusa Tenggara Timur,Male,6,131467,10/15/2020,Udara
1479,Tuberculosis,Kalimantan Tengah,Female,3,131577,11/17/2018,Udara
1480,Tuberculosis,Kalimantan Selatan,Male,3,133492,6/14/2018,Udara
1481,Tuberculosis,Aceh,Female,15,196311,5/4/2022,Udara
1482,Tuberculosis,Sumatera Barat,Female,10,197739,9/21/2024,Udara
1483,Tuberculosis,Riau,Male,14,210860,12/15/2018,Udara
1484,Tuberculosis,Bangka Belitung,Male,21,209838,12/31/2020,Udara
1485,Tuberculosis,Jawa Tengah,Female,9,198192,12/31/2019,Udara
1486,Tuberculosis,Jawa Timur,Male,13,209704,5/16/2019,Udara
1487,Tuberculosis,DI Yogyakarta,Female,6,199794,10/20/2022,Udara
1488,Tuberculosis,Banten,Female,9,201138,7/3/2019,Udara
1489,Tuberculosis,Nusa Tenggara Timur,Male,11,214157,6/18/2020,Udara
1490,Tuberculosis,Kalimantan Barat,Male,14,216023,4/14/2024,Udara
1491,Tuberculosis,Kalimantan Tengah,Female,10,204592,8/5/2023,Udara
1492,Tuberculosis,Kalimantan Selatan,Male,8,216873,8/20/2018,Udara
1493,Tuberculosis,Sulawesi Utara,Male,8,218888,8/21/2022,Udara
1494,Tuberculosis,Sulawesi Selatan,Male,2,62979,8/15/2019,Udara
1495,Tuberculosis,Sulawesi Tenggara,Female,1,64104,10/23/2021,Udara
1496,Tuberculosis,Gorontalo,Female,4,64875,10/30/2018,Udara
1497,Tuberculosis,Papua,Female,1,65504,9/15/2018,Udara
1498,Tuberculosis,Aceh,Female,1,66125,4/27/2023,Udara
1499,Tuberculosis,Sumatera Barat,Female,4,66731,7/20/2024,Udara
1500,Tuberculosis,Riau,Female,1,67533,6/28/2024,Udara
1501,Tuberculosis,Kepulauan Riau,Male,2,67253,12/26/2019,Udara
1502,Tuberculosis,Sumatera Selatan,Male,5,68716,7/1/2018,Udara
1503,Tuberculosis,Bengkulu,Female,1,68499,9/12/2021,Udara
1504,Tuberculosis,Lampung,Male,5,69154,4/20/2020,Udara
1505,Tuberculosis,Bangka Belitung,Male,1,69367,11/16/2023,Udara
1506,Tuberculosis,DKI Jakarta,Female,2,69108,10/9/2020,Udara
1507,Tuberculosis,Jawa Barat,Male,1,69824,6/26/2020,Udara
1508,Tuberculosis,Jawa Tengah,Female,1,69855,12/27/2020,Udara
1509,Tuberculosis,Jawa Timur,Male,2,70493,5/30/2018,Udara
1510,Tuberculosis,Banten,Male,1,46207,4/6/2022,Udara
1511,Tuberculosis,Nusa Tenggara Timur,Female,1,48555,6/11/2020,Udara
1512,Tuberculosis,Kalimantan Timur,Female,2,49469,9/28/2021,Udara
1513,Tuberculosis,Sulawesi Utara,Male,2,48600,7/25/2019,Udara
1514,Tuberculosis,Gorontalo,Male,3,48843,8/19/2024,Udara
1515,Tuberculosis,Papua,Female,1,49484,12/9/2019,Udara
1516,Tuberculosis,Sumatera Utara,Female,112,1456262,7/13/2024,Udara
1517,Tuberculosis,Sumatera Barat,Male,166,1433646,9/30/2024,Udara
1518,Tuberculosis,Riau,Male,121,1445349,4/5/2018,Udara
1519,Tuberculosis,Bengkulu,Male,146,1465323,9/25/2021,Udara
1520,Tuberculosis,Lampung,Male,124,1464078,7/5/2024,Udara
1521,Tuberculosis,Bangka Belitung,Female,90,1496600,12/25/2019,Udara
1522,Tuberculosis,DKI Jakarta,Male,127,1469223,9/2/2022,Udara
1523,Tuberculosis,Jawa Timur,Female,65,1512749,12/13/2021,Udara
1524,Tuberculosis,DI Yogyakarta,Male,132,1486067,8/24/2020,Udara
1525,Tuberculosis,Nusa Tenggara Barat,Male,109,1506897,4/4/2018,Udara
1526,Tuberculosis,Kalimantan Selatan,Male,106,1533252,6/13/2019,Udara
1527,Tuberculosis,Sulawesi Tengah,Male,1,135549,10/5/2024,Udara
1528,Tuberculosis,Maluku,Female,2,159647,12/22/2023,Udara
1529,Tuberculosis,Maluku Utara,Female,3,164667,9/18/2018,Udara
1530,Tuberculosis,Papua,Male,3,157603,11/10/2020,Udara
1531,Tuberculosis,Papua Barat,Female,10,168495,8/29/2019,Udara
1532,Tuberculosis,Riau,Male,2,168120,11/3/2023,Udara
1533,Tuberculosis,Jambi,Male,2,171058,5/16/2020,Udara
1534,Tuberculosis,Sumatera Selatan,Female,4,182237,7/11/2020,Udara
1535,Tuberculosis,Bangka Belitung,Female,1,186575,10/10/2021,Udara
1536,Tuberculosis,DKI Jakarta,Male,5,178149,4/2/2024,Udara
1537,Tuberculosis,Riau,Male,38,807987,11/30/2022,Udara
1538,Tuberculosis,Kepulauan Riau,Female,25,847762,6/3/2021,Udara
1539,Tuberculosis,Jambi,Male,43,840645,12/31/2019,Udara
1540,Tuberculosis,Sumatera Selatan,Male,48,882158,6/27/2022,Udara
1541,Tuberculosis,Lampung,Male,43,923993,6/29/2019,Udara
1542,Tuberculosis,Bangka Belitung,Male,34,962558,6/10/2022,Udara
1543,Tuberculosis,Jawa Barat,Female,20,1046767,4/28/2023,Udara
1544,Tuberculosis,Jawa Timur,Female,34,1067130,10/1/2018,Udara
1545,Tuberculosis,DI Yogyakarta,Female,28,1084974,7/12/2019,Udara
1546,Tuberculosis,Nusa Tenggara Barat,Male,45,1090726,8/24/2018,Udara
1547,Tuberculosis,Kalimantan Barat,Male,41,1104959,6/13/2023,Udara
1548,Tuberculosis,Kalimantan Tengah,Male,36,1119372,9/12/2020,Udara
1549,Tuberculosis,Kalimantan Timur,Female,62,646848,8/6/2022,Udara
1550,Tuberculosis,Kalimantan Utara,Male,68,618919,12/29/2022,Udara
1551,Tuberculosis,Sulawesi Utara,Female,41,660747,12/26/2019,Udara
1552,Tuberculosis,Sulawesi Tenggara,Male,94,657036,11/19/2018,Udara
1553,Tuberculosis,Sulawesi Barat,Male,79,664649,9/10/2020,Udara
1554,Tuberculosis,Papua,Male,60,679642,8/11/2020,Udara
1555,Tuberculosis,Papua Barat,Male,67,686026,5/10/2019,Udara
1556,Tuberculosis,Sumatera Utara,Male,56,691550,4/20/2022,Udara
1557,Tuberculosis,Jambi,Male,38,703543,4/10/2021,Udara
1558,Tuberculosis,Bengkulu,Male,51,708862,4/2/2022,Udara
1559,Tuberculosis,Lampung,Female,37,744045,8/25/2023,Udara
1560,Tuberculosis,Jawa Barat,Female,3,27350,9/14/2018,Udara
1561,Tuberculosis,DI Yogyakarta,Male,1,27961,5/13/2023,Udara
1562,Tuberculosis,Bali,Male,1,27854,5/30/2022,Udara
1563,Tuberculosis,Kalimantan Barat,Male,1,27576,11/14/2023,Udara
1564,Tuberculosis,Kalimantan Timur,Female,1,27450,11/28/2018,Udara
1565,Tuberculosis,Maluku,Male,1,28512,12/5/2020,Udara
1566,Tuberculosis,Maluku Utara,Female,1,29124,6/5/2023,Udara
1567,Tuberculosis,Papua Barat,Male,55,878633,12/22/2021,Udara
1568,Tuberculosis,Riau,Male,44,945729,6/25/2018,Udara
1569,Tuberculosis,Kepulauan Riau,Female,25,975953,11/27/2021,Udara
1570,Tuberculosis,Jambi,Male,38,966781,10/31/2021,Udara
1571,Tuberculosis,Lampung,Female,20,1006099,11/22/2023,Udara
1572,Tuberculosis,Bangka Belitung,Male,39,996552,9/1/2021,Udara
1573,Tuberculosis,Jawa Barat,Male,48,1003623,7/27/2018,Udara
1574,Tuberculosis,Jawa Timur,Female,26,1025294,7/6/2021,Udara
1575,Tuberculosis,DI Yogyakarta,Male,34,1013224,11/26/2018,Udara
1576,Tuberculosis,Banten,Male,34,1020808,12/25/2023,Udara
1577,Tuberculosis,Nusa Tenggara Barat,Male,38,1026599,9/25/2020,Udara
1578,Tuberculosis,Nusa Tenggara Timur,Female,30,1041988,8/7/2023,Udara
1579,Tuberculosis,Kalimantan Selatan,Male,31,1040920,12/25/2018,Udara
1580,Tuberculosis,Jawa Timur,Female,127,1428113,11/14/2019,Udara
1581,Tuberculosis,Jawa Timur,Female,129,1464994,12/28/2021,Udara
1582,Tuberculosis,Jawa Timur,Male,197,1491362,12/24/2022,Udara
1583,Tuberculosis,Jawa Timur,Female,104,1500220,5/7/2020,Udara
1584,Tuberculosis,Jawa Timur,Female,99,1518655,7/31/2021,Udara
1585,Tuberculosis,Jawa Timur,Male,138,1588115,6/5/2022,Udara
1586,Tuberculosis,Jawa Timur,Female,73,1576787,4/21/2019,Udara
1587,Tuberculosis,Kalimantan Timur,Female,67,384805,8/25/2022,Udara
1588,Tuberculosis,Kalimantan Utara,Male,115,397418,12/31/2022,Udara
1589,Tuberculosis,Sulawesi Utara,Male,98,397905,12/24/2018,Udara
1590,Tuberculosis,Sulawesi Tenggara,Female,55,384174,9/20/2022,Udara
1591,Tuberculosis,Gorontalo,Male,80,396525,12/1/2022,Udara
1592,Tuberculosis,Papua Barat,Female,49,393420,12/6/2021,Udara
1593,Tuberculosis,Sumatera Utara,Male,78,406809,12/7/2020,Udara
1594,Tuberculosis,Bengkulu,Female,43,412902,6/10/2022,Udara
1595,Tuberculosis,DKI Jakarta,Male,32,293540,6/28/2023,Udara
1596,Tuberculosis,Jawa Barat,Female,22,302553,11/16/2022,Udara
1597,Tuberculosis,Jawa Tengah,Male,30,300991,4/5/2023,Udara
1598,Tuberculosis,Jawa Timur,Female,22,311549,8/1/2019,Udara
1599,Tuberculosis,Bali,Male,40,318163,6/25/2020,Udara
1600,Tuberculosis,Nusa Tenggara Barat,Male,40,324668,9/7/2018,Udara
1601,Tuberculosis,Kalimantan Tengah,Male,32,333609,10/2/2021,Udara
1602,Tuberculosis,Kalimantan Selatan,Female,21,338923,4/22/2018,Udara
1603,Tuberculosis,Kalimantan Utara,Female,15,344584,8/15/2021,Udara
1604,Tuberculosis,Sulawesi Tengah,Male,32,345146,6/22/2024,Udara
1605,Tuberculosis,Sulawesi Tenggara,Male,29,347738,12/15/2019,Udara
1606,Tuberculosis,Gorontalo,Male,26,350259,10/10/2023,Udara
1607,Tuberculosis,Maluku,Male,27,354818,5/5/2019,Udara
1608,Tuberculosis,Papua,Female,2,123484,12/20/2022,Udara
1609,Tuberculosis,Sumatera Barat,Female,2,128800,6/27/2021,Udara
1610,Tuberculosis,Jambi,Male,2,137392,8/23/2024,Udara
1611,Tuberculosis,Lampung,Female,1,131572,12/12/2022,Udara
1612,Tuberculosis,Bangka Belitung,Male,5,138441,12/2/2022,Udara
1613,Tuberculosis,Jawa Tengah,Female,2,133302,6/21/2019,Udara
1614,Tuberculosis,Bali,Male,36,346513,8/11/2019,Udara
1615,Tuberculosis,Nusa Tenggara Timur,Male,31,345665,12/29/2021,Udara
1616,Tuberculosis,Kalimantan Barat,Male,34,344854,6/9/2020,Udara
1617,Tuberculosis,Kalimantan Selatan,Male,36,343820,12/16/2020,Udara
1618,Tuberculosis,Sulawesi Tengah,Female,23,361593,8/10/2021,Udara
1619,Tuberculosis,Sulawesi Selatan,Male,41,349781,8/2/2022,Udara
1620,Tuberculosis,Sulawesi Tenggara,Female,29,363936,11/30/2022,Udara
1621,Tuberculosis,Gorontalo,Male,37,352328,8/4/2024,Udara
1622,Tuberculosis,Sulawesi Barat,Female,30,365830,4/19/2024,Udara
1623,Tuberculosis,Maluku,Male,29,353837,9/26/2024,Udara
1624,Tuberculosis,Maluku Utara,Female,29,370075,7/6/2022,Udara
1625,Tuberculosis,Papua,Male,30,357931,9/20/2022,Udara
1626,Tuberculosis,Papua Barat,Female,22,374158,4/10/2021,Udara
1627,Tuberculosis,Aceh,Female,21,377244,12/16/2021,Udara
1628,Tuberculosis,Riau,Male,47,368089,12/8/2022,Udara
1629,Tuberculosis,Kepulauan Riau,Female,15,201546,5/1/2024,Udara
1630,Tuberculosis,Sumatera Selatan,Female,6,202843,9/9/2020,Udara
1631,Tuberculosis,Lampung,Female,17,204367,12/9/2023,Udara
1632,Tuberculosis,Bangka Belitung,Male,20,205145,10/3/2021,Udara
1633,Tuberculosis,DKI Jakarta,Female,5,205110,12/25/2019,Udara
1634,Tuberculosis,Jawa Barat,Male,13,206080,12/28/2020,Udara
1635,Tuberculosis,Jawa Tengah,Female,8,205279,11/22/2020,Udara
1636,Tuberculosis,Jawa Timur,Male,18,206404,5/6/2023,Udara
1637,Tuberculosis,Nusa Tenggara Barat,Female,5,210296,12/30/2018,Udara
1638,Tuberculosis,Nusa Tenggara Timur,Male,17,212127,12/16/2021,Udara
1639,Tuberculosis,Kalimantan Tengah,Male,13,213871,12/29/2020,Udara
1640,Tuberculosis,Kalimantan Timur,Male,12,214265,12/16/2022,Udara
1641,Tuberculosis,Sulawesi Tenggara,Female,95,836732,8/7/2024,Udara
1642,Tuberculosis,Sulawesi Barat,Female,113,837293,6/12/2021,Udara
1643,Tuberculosis,Maluku,Male,145,855869,5/15/2020,Udara
1644,Tuberculosis,Maluku Utara,Female,116,838473,5/25/2018,Udara
1645,Tuberculosis,Kepulauan Riau,Male,141,874064,11/25/2019,Udara
1646,Tuberculosis,Lampung,Male,108,892288,5/4/2023,Udara
1647,Tuberculosis,Bangka Belitung,Female,90,890176,11/6/2019,Udara
1648,Tuberculosis,Jawa Tengah,Male,105,906438,12/10/2022,Udara
1649,Tuberculosis,DI Yogyakarta,Female,81,924969,12/19/2024,Udara
1650,Tuberculosis,Banten,Female,78,936291,12/21/2023,Udara
1651,Tuberculosis,Bali,Male,84,938235,10/21/2019,Udara
1652,Tuberculosis,Nusa Tenggara Barat,Female,2,128410,10/13/2024,Udara
1653,Tuberculosis,Kalimantan Barat,Female,5,128115,12/31/2020,Udara
1654,Tuberculosis,Kalimantan Tengah,Male,1,127475,10/31/2021,Udara
1655,Tuberculosis,Kalimantan Selatan,Male,7,127255,12/11/2022,Udara
1656,Tuberculosis,Kalimantan Utara,Male,4,127132,12/16/2020,Udara
1657,Tuberculosis,Sulawesi Selatan,Female,2,129047,6/11/2020,Udara
1658,Tuberculosis,Sulawesi Tenggara,Male,8,128554,10/19/2018,Udara
1659,Tuberculosis,Gorontalo,Female,4,130193,12/10/2022,Udara
1660,Tuberculosis,Sulawesi Barat,Male,6,129680,10/30/2018,Udara
1661,Tuberculosis,Maluku Utara,Male,3,130735,10/9/2021,Udara
1662,Tuberculosis,Papua,Female,2,131911,9/20/2024,Udara
1663,Tuberculosis,Aceh,Female,5,132997,7/5/2020,Udara
1664,Tuberculosis,Sumatera Barat,Female,1,135411,9/16/2018,Udara
1665,Tuberculosis,Jambi,Male,4,135901,12/15/2023,Udara
1666,Tuberculosis,Sumatera Selatan,Female,1,85413,6/28/2023,Udara
1667,Tuberculosis,Bengkulu,Male,3,81621,12/26/2023,Udara
1668,Tuberculosis,Jawa Barat,Male,5,85412,12/16/2019,Udara
1669,Tuberculosis,Jawa Timur,Male,5,85947,7/27/2020,Udara
1670,Tuberculosis,Bali,Female,1,89964,5/11/2019,Udara
1671,Tuberculosis,Sulawesi Tengah,Male,2,87901,7/5/2021,Udara
1672,Tuberculosis,Sulawesi Tengah,Male,1,22620,12/31/2022,Udara
1673,Tuberculosis,Sulawesi Selatan,Female,15,200691,7/11/2018,Udara
1674,Tuberculosis,Sulawesi Tenggara,Male,20,202277,12/16/2022,Udara
1675,Tuberculosis,Sulawesi Barat,Female,12,203877,8/14/2023,Udara
1676,Tuberculosis,Maluku,Male,17,205052,12/5/2020,Udara
1677,Tuberculosis,Maluku Utara,Female,23,205205,12/20/2019,Udara
1678,Tuberculosis,Sumatera Barat,Male,17,206527,10/6/2019,Udara
1679,Tuberculosis,Kepulauan Riau,Male,19,206724,9/4/2019,Udara
1680,Tuberculosis,Bengkulu,Male,12,206076,8/27/2018,Udara
1681,Tuberculosis,Bangka Belitung,Male,17,206673,10/13/2023,Udara
1682,Tuberculosis,DKI Jakarta,Male,11,209029,10/18/2024,Udara
1683,Tuberculosis,Jawa Tengah,Male,8,210911,12/2/2020,Udara
1684,Tuberculosis,Jawa Timur,Female,11,214456,12/24/2018,Udara
1685,Tuberculosis,Nusa Tenggara Barat,Male,7,229080,9/19/2018,Udara
1686,Tuberculosis,Nusa Tenggara Timur,Female,5,238891,4/14/2018,Udara
1687,Tuberculosis,Kalimantan Tengah,Female,6,238649,12/12/2024,Udara
1688,Tuberculosis,Kalimantan Timur,Female,6,238835,5/28/2024,Udara
1689,Tuberculosis,Sulawesi Utara,Female,6,242159,4/25/2019,Udara
1690,Tuberculosis,Sulawesi Tengah,Male,3,234491,5/4/2020,Udara
1691,Tuberculosis,Sulawesi Tenggara,Male,5,236628,12/23/2021,Udara
1692,Tuberculosis,Maluku,Female,6,247231,8/10/2024,Udara
1693,Tuberculosis,Maluku Utara,Female,6,247993,5/10/2023,Udara
1694,Tuberculosis,Papua,Male,7,240307,11/19/2018,Udara
1695,Tuberculosis,Sumatera Utara,Male,7,244068,10/5/2021,Udara
1696,Tuberculosis,Sumatera Barat,Female,6,235061,12/2/2019,Udara
1697,Tuberculosis,Riau,Male,12,228067,4/7/2020,Udara
1698,Tuberculosis,Kepulauan Riau,Female,8,240286,5/8/2018,Udara
1699,Tuberculosis,Sumatera Selatan,Male,7,238088,12/10/2018,Udara
1700,Tuberculosis,Lampung,Female,3,252209,12/29/2020,Udara
1701,Tuberculosis,Jawa Barat,Female,8,257228,6/23/2022,Udara
1702,Tuberculosis,Jawa Tengah,Male,8,251144,11/2/2019,Udara
1703,Tuberculosis,DI Yogyakarta,Male,13,252205,4/15/2022,Udara
1704,Tuberculosis,Bali,Female,10,260328,4/20/2018,Udara
1705,Tuberculosis,Nusa Tenggara Barat,Male,6,254855,12/5/2018,Udara
1706,Tuberculosis,Kalimantan Selatan,Female,6,267560,5/23/2020,Udara
1707,Tuberculosis,Kalimantan Timur,Male,7,262767,10/29/2023,Udara
1708,Tuberculosis,Sulawesi Tenggara,Male,2,44929,8/6/2023,Udara
